3973, 2240, 947, 2726, 916, 1595, 3826, 1779, 4136, 454, 2712, 654, 136, 1896, 3126, 1016, 1746, 1446, 3921, 2538, 3748, 861, 4031, 3284, 4852, 2798, 1613, 2909, 1226, 873, 
3968, 8926, 8396, 4306, 6541, 6163, 4637, 3228, 2328, 4683, 835, 1181, 3383, 3126, 1639, 7502, 6835, 9682, 8750, 3264, 5940, 177, 2927, 6510, 609, 7729, 1239, 1740, 5225, 564, 
14838, 4024, 9826, 14295, 11896, 3667, 14329, 2822, 3200, 111, 5918, 4345, 12608, 11431, 13901, 2836, 14997, 10114, 1969, 6277, 11776, 13390, 11571, 8388, 5058, 12578, 8261, 1488, 13473, 2539, 
16942, 7083, 13432, 6438, 14146, 12204, 411, 862, 17644, 2851, 715, 16229, 3685, 5364, 58, 11183, 18971, 1753, 16054, 11959, 17576, 1451, 15457, 3146, 1182, 3097, 1300, 8782, 8255, 9497, 
658, 14938, 9759, 11081, 15961, 13691, 4173, 6841, 13592, 282, 3258, 16072, 17273, 17624, 23548, 15841, 3286, 1923, 23772, 15425, 24913, 12478, 6074, 5764, 4708, 8015, 2641, 2714, 20355, 17208, 
5706, 15610, 26911, 16260, 4577, 17184, 11756, 20668, 1613, 4021, 1214, 10955, 9046, 4014, 2857, 5673, 12420, 11911, 13294, 27428, 11612, 20008, 4850, 26603, 28396, 29214, 1125, 18431, 13981, 169, 
2772, 12355, 29139, 22302, 19446, 4102, 1405, 9570, 20663, 716, 27783, 5715, 29581, 12321, 31635, 11939, 11239, 10374, 26355, 12271, 28396, 24546, 21586, 14304, 1215, 28040, 4152, 5769, 34397, 10552, 
24056, 28497, 20427, 29252, 27818, 333, 28133, 18757, 34637, 14274, 1945, 13923, 8775, 4582, 37928, 10018, 14066, 10873, 23893, 23620, 20712, 2712, 30622, 3975, 36232, 11783, 20338, 32552, 11790, 17897, 
15424, 30427, 39564, 16950, 41194, 29363, 24341, 26899, 31408, 34833, 15696, 41226, 33192, 403, 25602, 23503, 44835, 16660, 43444, 9645, 13902, 7490, 30307, 40652, 22120, 36054, 19186, 2622, 28437, 1238, 
20824, 12334, 4615, 3190, 28657, 21368, 12833, 23861, 26858, 7548, 27670, 12049, 5704, 16274, 39224, 43577, 24364, 35107, 14626, 2622, 48599, 36912, 49858, 32522, 29569, 49665, 41574, 26528, 12838, 35735, 
