3868, 2824, 3517, 1654, 402, 769, 4092, 579, 49, 2459, 2452, 4242, 729, 1695, 2013, 444, 2405, 1038, 259, 3726, 2956, 4798, 2905, 3512, 1923, 3436, 3813, 4971, 1017, 2665, 
1647, 4338, 5599, 6048, 276, 1041, 2891, 6442, 8873, 6169, 3984, 6017, 4726, 5444, 3962, 7774, 9090, 9319, 3793, 6819, 7614, 2965, 6624, 2738, 9450, 182, 2293, 7314, 370, 5297, 
11812, 6193, 297, 3184, 10621, 2441, 14813, 6021, 9465, 9298, 12690, 6171, 275, 10264, 8078, 14748, 6526, 11965, 12424, 930, 12611, 2928, 2529, 4678, 10074, 11758, 10383, 4086, 14918, 12067, 
17023, 11293, 10312, 18654, 14762, 1033, 14445, 19520, 12415, 7212, 18847, 16447, 14403, 13451, 12000, 15950, 15293, 3717, 9003, 1730, 7002, 3197, 1455, 7513, 12776, 18895, 8162, 7437, 8526, 18078, 
15360, 8878, 2745, 15887, 718, 10500, 14685, 9963, 12822, 14087, 15522, 3772, 24135, 6856, 17292, 2611, 7011, 19512, 22087, 5107, 13387, 15297, 20510, 10942, 17218, 15816, 4843, 9501, 14186, 5029, 
27217, 26480, 12864, 18390, 11208, 9294, 26216, 14500, 29753, 6919, 11898, 6756, 10129, 29182, 10469, 8387, 2959, 28286, 18087, 7605, 8521, 3652, 20739, 18693, 22242, 19166, 21253, 4708, 15341, 25016, 
26299, 25071, 1797, 24847, 6444, 20617, 30089, 6528, 17655, 441, 18603, 1997, 3370, 1487, 27202, 2024, 22676, 14822, 15243, 33409, 18087, 21637, 402, 1844, 28842, 22774, 27004, 1332, 19527, 32213, 
37039, 22138, 18723, 25726, 37244, 16723, 1319, 3025, 17653, 35828, 11203, 7158, 37727, 36721, 29647, 35115, 24078, 26763, 12934, 22899, 14114, 17504, 15112, 2299, 30688, 5718, 29863, 20256, 29018, 17647, 
3125, 30426, 19260, 36784, 5926, 44493, 34888, 25691, 24037, 29077, 29163, 4446, 21000, 19565, 5382, 17329, 38994, 16881, 5870, 4531, 33427, 39341, 29591, 9964, 42657, 24095, 40900, 25629, 7999, 12747, 
28707, 9269, 24079, 47935, 33209, 46777, 3145, 2071, 48443, 13167, 32639, 32769, 33283, 24421, 11814, 25686, 5494, 28051, 20705, 47969, 16878, 33904, 8999, 37887, 15642, 33329, 19770, 39871, 22521, 27032, 
