3933, 1034, 2879, 3984, 6, 3661, 832, 2512, 2579, 504, 4517, 117, 4885, 4914, 2226, 4369, 4378, 1528, 1574, 372, 4398, 1884, 745, 2657, 1594, 2803, 1499, 1790, 4242, 2032, 
703, 2893, 8283, 6398, 3679, 8498, 4448, 9214, 536, 4297, 1083, 7785, 7704, 9247, 1571, 6177, 5313, 973, 4005, 2237, 8482, 3144, 5288, 6502, 6834, 8187, 9259, 9101, 42, 1891, 
13685, 5565, 3339, 2205, 14268, 3914, 4514, 5469, 12730, 2897, 12069, 6469, 7195, 1701, 10254, 9517, 1056, 8676, 952, 10668, 8523, 11547, 12412, 3403, 1969, 2266, 4069, 11049, 4024, 2597, 
12211, 7735, 13196, 18710, 12476, 2234, 3853, 4160, 4223, 1655, 4765, 14408, 3006, 11302, 14131, 2523, 16617, 16787, 18129, 10920, 4977, 6878, 14885, 1952, 837, 13877, 5819, 6365, 16929, 14671, 
6259, 22153, 18991, 6959, 8963, 13666, 4606, 17554, 6156, 16256, 21025, 673, 19887, 5188, 5689, 16754, 13038, 21719, 7653, 12684, 284, 18314, 17526, 10118, 23759, 9797, 4670, 21967, 19195, 3045, 
22472, 1180, 12988, 18500, 29960, 14178, 12979, 5462, 6619, 6554, 13856, 23641, 25173, 15031, 25756, 26707, 17387, 11006, 9406, 12734, 3292, 26634, 26618, 26446, 13194, 2529, 25935, 26060, 25927, 6777, 
16735, 2200, 25390, 23272, 1159, 33727, 27333, 30078, 16184, 12277, 15953, 25965, 29596, 29861, 26613, 3161, 32262, 18735, 5455, 1990, 4468, 31771, 5183, 17890, 6739, 9367, 31191, 12412, 28732, 27137, 
23288, 18455, 19777, 6956, 37124, 16100, 36966, 22287, 18643, 24390, 7377, 3726, 756, 5397, 2392, 4340, 2642, 26451, 25433, 17631, 12485, 36918, 26618, 18575, 9358, 7568, 29681, 27868, 35496, 38754, 
36453, 17569, 33972, 26648, 2045, 841, 41216, 37154, 28601, 2640, 14398, 7929, 22119, 44132, 20042, 1865, 19039, 38173, 5558, 16269, 36339, 19624, 36463, 41818, 12801, 12212, 3886, 672, 22795, 22766, 
33350, 23072, 23934, 1188, 35153, 45333, 25809, 34608, 32699, 14451, 17658, 8037, 25735, 14616, 21639, 5808, 33843, 44323, 45515, 19897, 10325, 31004, 20007, 44090, 40931, 41061, 49934, 26849, 16526, 18134, 
